age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,attrition,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
35,7632,4,10,8,7,4,3,3,3,3,3,1,12,0,0,2,16,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,9824,3,12,1,0,1,3,3,1,3,3,0,12,1,0,2,20,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34,9950,9,11,3,2,2,3,1,3,3,3,1,15,1,3,2,23,3,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,2093,4,8,2,2,2,3,3,4,3,3,0,17,0,1,4,5,2,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36,9980,1,10,10,3,2,3,4,4,2,3,0,14,0,0,3,10,4,0,9,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,3894,5,4,2,2,3,2,3,3,3,3,0,16,1,0,3,4,1,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48,4051,2,14,9,7,2,3,4,1,3,3,0,14,0,1,2,2,5,1,6,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55,16835,3,37,10,9,1,3,2,4,3,4,0,23,0,0,2,18,5,1,7,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,6230,7,16,14,3,4,3,4,4,3,3,0,14,0,0,3,10,2,0,1,10,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4717,9,15,11,9,2,3,3,3,3,3,0,11,0,0,2,1,3,1,6,9,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40,13237,7,22,20,6,2,3,3,3,3,3,0,15,0,0,3,6,3,1,5,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,3755,1,8,8,3,3,3,3,1,3,3,0,11,0,1,3,8,1,2,0,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,6582,4,10,6,5,2,3,4,3,4,3,1,13,0,0,2,2,1,1,0,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,7406,1,10,10,9,4,3,1,4,2,4,1,21,0,1,5,24,3,1,5,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,4805,0,9,8,7,4,3,2,2,4,3,0,19,0,1,3,2,3,1,3,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,2741,0,8,7,7,2,3,3,2,2,3,1,11,1,1,2,17,4,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29,4262,4,8,3,2,4,3,4,2,4,3,0,12,0,2,2,19,3,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,16184,4,10,6,1,1,4,3,3,3,3,0,19,0,1,2,1,5,1,0,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,11557,9,10,5,4,3,2,4,3,2,4,0,21,0,1,3,7,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18,1878,1,0,0,0,2,3,2,4,3,3,1,14,1,0,3,5,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,10932,3,20,1,0,3,1,1,3,3,3,0,15,0,1,2,28,3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,6811,2,10,8,7,1,2,3,1,3,3,1,17,0,0,3,2,4,0,0,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,4306,5,8,0,0,1,3,3,1,3,3,0,12,0,2,5,29,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,4859,1,5,5,4,1,3,3,4,3,3,0,16,0,0,3,1,3,1,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,5337,1,10,10,7,4,4,4,4,3,3,0,12,0,0,3,21,4,1,5,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,2340,1,1,1,0,3,1,4,2,1,3,1,18,1,0,3,24,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37,7491,4,12,6,5,2,3,4,4,4,3,0,17,0,0,3,1,3,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46,10527,5,28,2,2,1,3,3,4,2,3,0,11,0,0,3,18,1,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,16595,7,22,18,16,2,3,1,2,3,3,0,16,0,1,2,2,5,1,11,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,8834,1,9,9,5,1,3,2,4,3,3,0,13,0,1,6,9,4,0,7,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,5577,3,18,10,9,4,3,1,2,3,3,1,12,0,2,3,6,2,1,6,9,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,4707,8,6,4,2,4,4,3,4,3,3,0,12,1,0,2,11,4,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,2400,0,3,2,2,4,3,4,3,3,3,0,13,0,2,3,24,3,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,9824,3,18,1,0,3,3,3,3,3,3,0,19,0,1,4,10,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,6447,6,8,6,5,2,3,2,2,2,3,0,12,0,1,2,1,4,1,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49,19502,1,31,31,9,4,2,3,3,3,3,1,17,0,1,5,18,4,1,0,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,2725,1,6,6,5,2,4,4,2,3,3,1,11,0,2,3,23,3,1,1,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,6272,1,6,5,3,1,3,2,4,4,4,0,20,0,2,5,28,2,1,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,2127,1,1,1,0,4,2,2,4,3,4,0,21,0,1,2,17,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,18200,1,32,32,5,1,3,2,3,3,3,0,11,0,1,2,3,3,2,10,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,2096,1,7,7,4,2,3,3,3,3,3,0,11,0,0,1,13,1,1,0,6,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,2886,1,6,6,3,1,3,3,4,3,3,1,16,1,1,4,7,3,2,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,2033,1,1,1,0,2,2,1,3,4,3,0,18,1,1,2,12,4,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34,3622,1,6,6,5,2,2,4,4,3,3,1,13,0,1,3,1,2,1,1,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4233,2,9,3,1,2,3,1,3,1,3,0,17,1,0,2,13,4,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3681,4,9,3,2,1,2,4,4,3,3,0,14,0,0,3,25,2,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31,5460,4,13,7,7,1,4,4,4,4,4,0,22,0,2,4,6,4,1,5,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2187,0,6,5,3,1,2,3,3,2,3,0,12,0,2,5,6,4,1,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,9602,4,17,3,0,4,3,3,3,2,3,1,11,0,1,3,2,3,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20,2836,1,1,1,0,4,2,2,4,4,3,0,13,0,0,0,1,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,4089,1,10,10,2,3,3,4,2,3,3,0,13,0,2,4,2,4,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43,16627,4,21,1,0,2,2,4,3,2,3,1,14,0,1,3,6,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38,2619,3,8,0,0,3,3,1,4,2,3,0,17,0,0,3,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,5679,3,10,8,7,4,3,3,2,3,3,1,13,0,1,3,9,5,2,4,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,15402,7,21,3,2,4,2,1,1,1,3,0,11,0,1,3,1,4,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,5985,4,10,2,2,1,2,3,2,4,3,0,11,0,0,1,1,4,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,2579,1,8,8,2,3,3,3,4,3,3,1,18,0,2,3,14,3,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,3041,0,5,4,3,3,3,1,2,3,3,0,11,1,1,3,2,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,3447,1,3,3,2,3,3,3,3,3,3,0,11,0,0,2,22,1,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44,19513,4,26,2,2,4,3,4,1,4,3,1,12,0,1,2,3,4,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22,2773,0,3,2,2,1,3,3,4,3,4,0,20,0,0,3,6,1,1,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,7104,0,6,5,0,3,3,3,4,3,3,0,12,0,0,3,8,4,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,6322,1,6,6,4,1,3,4,4,2,3,1,12,0,1,2,9,4,1,0,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2083,1,1,1,0,3,3,3,3,3,4,0,20,0,1,2,3,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,8381,7,18,14,7,4,3,1,4,4,4,0,20,0,0,2,1,1,1,8,10,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2691,1,10,10,9,2,3,4,4,2,3,0,12,0,1,4,1,5,1,8,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,4286,2,5,1,1,1,3,1,4,3,3,0,14,1,2,4,26,4,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,2659,1,3,3,2,3,3,4,3,3,3,1,13,0,1,2,6,3,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,9434,1,10,10,7,3,3,3,3,3,3,0,15,0,1,2,3,3,1,7,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,5561,1,6,6,0,2,3,3,1,2,3,0,14,0,1,5,3,2,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,6646,1,17,17,11,2,1,4,2,3,3,0,13,0,0,3,6,4,1,11,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,7725,3,15,13,11,3,3,4,3,1,4,0,23,0,1,2,6,3,2,4,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54,10725,2,16,9,7,3,3,2,3,4,3,0,15,0,1,1,19,4,1,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,8847,2,13,3,2,2,2,2,3,3,3,1,11,0,1,2,9,2,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27,2045,0,5,4,2,1,2,4,4,3,3,0,13,0,0,0,3,4,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1009,1,1,1,0,4,3,3,4,3,3,1,11,1,0,5,10,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,3348,1,10,10,8,1,3,1,1,3,3,1,11,1,0,3,3,3,2,9,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1281,1,1,1,0,3,2,3,3,3,3,0,18,0,2,3,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,2819,2,5,3,2,1,4,1,1,4,3,0,16,0,1,3,4,3,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,4851,0,4,3,2,4,4,2,3,3,4,0,22,0,1,4,8,3,1,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,4028,0,8,7,7,4,2,4,1,3,4,0,20,0,0,2,7,4,1,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2720,1,10,10,7,2,1,4,4,3,3,0,18,0,1,5,1,4,2,2,8,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,8120,3,12,2,2,2,4,2,4,3,3,0,12,0,0,3,2,1,1,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,4647,1,6,6,5,4,4,4,2,3,4,1,20,0,2,3,3,1,2,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,4680,3,4,1,0,4,4,4,1,3,3,0,17,0,0,2,10,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,3221,1,20,20,8,4,4,3,3,3,3,1,11,0,3,3,28,1,1,3,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,8621,1,9,8,7,4,2,2,2,4,3,0,14,0,0,3,9,3,1,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,4577,9,4,2,2,1,3,3,1,3,3,0,14,1,0,3,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,4553,1,20,20,7,4,2,3,1,3,3,0,11,0,0,4,2,4,1,11,10,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32,5396,1,10,10,7,4,3,4,4,2,3,0,12,0,0,2,10,3,1,0,8,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,6796,3,18,4,3,2,3,3,1,3,3,1,14,1,1,4,8,2,2,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,7625,0,10,9,7,2,4,4,3,2,3,0,13,0,0,4,1,4,1,1,8,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,7412,1,9,9,7,3,3,1,4,3,3,0,11,0,0,3,1,2,1,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,11159,3,10,7,7,3,3,4,4,3,3,0,15,0,0,6,3,2,1,7,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,4960,2,20,7,7,4,3,1,4,3,3,0,12,0,0,2,14,4,1,1,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40,10475,5,20,18,13,4,2,1,3,3,4,1,21,0,1,2,5,4,2,1,12,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,14814,3,32,5,1,3,4,3,3,3,3,0,19,0,0,3,7,3,1,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41,19141,3,23,21,6,2,2,4,2,2,3,0,15,0,3,2,10,4,1,12,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,5405,8,10,2,2,1,3,1,4,3,3,0,14,0,0,1,16,4,1,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,8793,1,9,9,7,4,3,1,3,2,4,0,21,0,2,4,10,2,2,1,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,19189,1,22,22,7,4,2,3,2,3,3,0,12,0,1,3,1,3,1,2,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,3875,7,4,2,2,4,3,2,4,3,3,0,15,0,1,2,8,4,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,2216,7,10,7,7,1,1,2,4,3,3,1,13,1,0,4,1,2,1,3,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,11713,9,10,8,7,1,4,1,1,3,3,0,14,0,1,2,8,3,0,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38,7861,4,10,1,0,3,3,3,4,4,3,1,14,0,0,4,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
44,3708,2,9,5,2,1,1,3,3,3,3,0,14,0,0,5,24,3,0,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47,13770,9,28,22,2,4,3,3,4,2,3,1,12,0,2,2,3,3,2,11,13,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5304,7,10,8,7,3,3,4,4,2,4,0,23,0,1,2,27,5,1,7,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2642,1,1,1,0,3,3,3,3,3,3,0,11,0,0,6,10,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,2759,6,7,2,2,3,4,3,4,3,3,1,12,1,0,2,19,3,2,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,6804,3,7,2,2,4,2,4,3,3,3,0,18,0,1,5,15,3,2,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6142,3,10,5,1,2,3,3,4,3,3,0,11,0,0,2,8,2,1,4,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,2500,1,5,4,3,2,3,1,4,4,3,0,14,0,1,2,9,1,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39,6389,9,12,8,3,3,4,2,3,1,3,0,15,0,1,3,3,3,1,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,11103,7,30,10,7,3,3,4,3,2,3,0,11,0,0,1,9,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,2342,0,5,4,2,4,2,4,4,2,4,1,20,0,0,2,2,1,1,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,6811,8,9,7,6,4,2,1,1,1,3,0,19,0,0,2,7,3,1,0,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,2297,1,2,2,2,4,3,2,4,3,3,0,14,0,2,2,10,3,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,2450,2,19,2,2,4,3,4,4,3,3,0,17,0,0,4,6,3,1,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,5093,2,16,1,0,4,3,1,1,4,3,0,11,0,1,2,2,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,5309,1,10,10,8,1,3,4,4,3,3,0,15,0,2,2,24,4,2,4,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,3057,6,6,1,0,4,3,3,2,1,3,1,13,0,1,0,2,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,5121,3,7,0,0,2,3,1,3,3,3,0,14,0,1,3,8,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52,16856,1,34,34,6,3,2,1,1,4,3,0,11,0,0,3,3,4,1,1,16,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,2686,1,10,10,9,4,3,4,3,2,3,1,13,1,0,2,1,4,1,7,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,6180,1,6,6,5,3,3,4,2,2,4,0,23,0,0,5,26,1,1,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,6632,0,9,8,7,2,1,3,1,3,3,0,13,0,0,3,2,2,1,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,3505,1,2,2,2,1,4,3,4,3,3,0,18,0,0,3,10,1,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,6397,4,8,5,4,2,4,3,4,3,3,1,12,1,0,2,27,2,2,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6274,1,6,6,5,4,3,4,3,3,4,0,22,0,0,5,2,3,1,1,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
55,19859,5,24,5,2,4,3,1,4,3,3,1,13,1,1,2,2,3,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,7587,1,10,10,7,1,2,1,2,3,3,0,15,0,0,1,8,4,0,0,9,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,4258,0,5,4,3,4,3,4,1,3,3,0,18,0,1,3,19,4,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,4364,3,5,2,2,1,1,4,1,3,3,0,14,0,1,2,1,2,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,4335,4,11,8,7,2,3,3,1,2,3,0,12,0,1,3,27,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,5326,6,6,4,3,4,2,1,3,2,3,0,17,1,0,2,8,3,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,3280,2,10,4,2,2,4,4,3,3,3,0,16,0,0,2,1,4,1,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,5485,9,9,5,3,4,3,1,2,3,3,1,11,0,2,4,19,4,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27,4342,0,5,4,2,3,3,4,2,3,3,0,19,0,1,3,8,1,2,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2782,0,6,5,3,4,3,1,2,2,3,1,13,0,2,3,10,1,1,4,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,5980,6,17,15,7,1,4,1,4,3,3,1,12,0,0,2,2,4,2,4,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,4381,1,6,6,5,3,2,1,3,3,3,0,11,0,0,3,2,4,1,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2572,1,3,3,2,1,3,4,2,2,3,0,16,0,1,1,8,4,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30,3833,3,7,2,2,4,1,3,3,3,4,0,21,0,2,2,1,3,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,4244,1,8,8,7,3,4,2,4,3,4,0,24,0,1,2,2,2,2,3,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,6500,5,6,3,2,3,3,1,2,3,3,0,17,0,1,1,8,2,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,18430,1,24,24,7,2,3,4,2,2,3,0,13,0,1,4,8,3,2,14,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23,1601,1,1,0,0,3,4,1,3,3,4,1,21,1,2,2,6,3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
